Date,Equity,Peak,Drawdown
2018-06-15,10000.0,10000.0,0.0
2018-06-16,10000.0,10000.0,0.0
2018-06-17,10000.0,10000.0,0.0
2018-06-18,10000.0,10000.0,0.0
2018-06-19,10000.0,10000.0,0.0
2018-06-20,10000.0,10000.0,0.0
2018-06-21,10000.0,10000.0,0.0
2018-06-22,10000.0,10000.0,0.0
2018-06-23,10000.0,10000.0,0.0
2018-06-24,10000.0,10000.0,0.0
2018-06-25,10000.0,10000.0,0.0
2018-06-26,10000.0,10000.0,0.0
2018-06-27,10000.0,10000.0,0.0
2018-06-28,10000.0,10000.0,0.0
2018-06-29,10000.0,10000.0,0.0
2018-06-30,10000.0,10000.0,0.0
2018-07-01,10000.0,10000.0,0.0
2018-07-02,10000.0,10000.0,0.0
2018-07-03,10000.0,10000.0,0.0
2018-07-04,10000.0,10000.0,0.0
2018-07-05,10000.0,10000.0,0.0
2018-07-06,10000.0,10000.0,0.0
2018-07-07,10000.0,10000.0,0.0
2018-07-08,10000.0,10000.0,0.0
2018-07-09,10000.0,10000.0,0.0
2018-07-10,10000.0,10000.0,0.0
2018-07-11,10000.0,10000.0,0.0
2018-07-12,10000.0,10000.0,0.0
2018-07-13,10000.0,10000.0,0.0
2018-07-14,10000.0,10000.0,0.0
2018-07-15,10000.0,10000.0,0.0
2018-07-16,10000.0,10000.0,0.0
2018-07-17,10000.0,10000.0,0.0
2018-07-18,10000.0,10000.0,0.0
2018-07-19,10000.0,10000.0,0.0
2018-07-20,10000.0,10000.0,0.0
2018-07-21,10000.0,10000.0,0.0
2018-07-22,10000.0,10000.0,0.0
2018-07-23,10000.0,10000.0,0.0
2018-07-24,10000.0,10000.0,0.0
2018-07-25,10000.0,10000.0,0.0
2018-07-26,10000.0,10000.0,0.0
2018-07-27,10000.0,10000.0,0.0
2018-07-28,10000.0,10000.0,0.0
2018-07-29,10000.0,10000.0,0.0
2018-07-30,10000.0,10000.0,0.0
2018-07-31,10000.0,10000.0,0.0
2018-08-01,10000.0,10000.0,0.0
2018-08-02,10000.0,10000.0,0.0
2018-08-03,10000.0,10000.0,0.0
2018-08-04,10000.0,10000.0,0.0
2018-08-05,10000.0,10000.0,0.0
2018-08-06,10000.0,10000.0,0.0
2018-08-07,10000.0,10000.0,0.0
2018-08-08,10000.0,10000.0,0.0
2018-08-09,10000.0,10000.0,0.0
2018-08-10,10000.0,10000.0,0.0
2018-08-11,10000.0,10000.0,0.0
2018-08-12,10000.0,10000.0,0.0
2018-08-13,10000.0,10000.0,0.0
2018-08-14,10000.0,10000.0,0.0
2018-08-15,10000.0,10000.0,0.0
2018-08-16,10000.0,10000.0,0.0
2018-08-17,10000.0,10000.0,0.0
2018-08-18,10000.0,10000.0,0.0
2018-08-19,10000.0,10000.0,0.0
2018-08-20,10000.0,10000.0,0.0
2018-08-21,10000.0,10000.0,0.0
2018-08-22,10000.0,10000.0,0.0
2018-08-23,10000.0,10000.0,0.0
2018-08-24,10000.0,10000.0,0.0
2018-08-25,10000.0,10000.0,0.0
2018-08-26,10000.0,10000.0,0.0
2018-08-27,10000.0,10000.0,0.0
2018-08-28,10000.0,10000.0,0.0
2018-08-29,10000.0,10000.0,0.0
2018-08-30,10000.0,10000.0,0.0
2018-08-31,10000.0,10000.0,0.0
2018-09-01,10000.0,10000.0,0.0
2018-09-02,10000.0,10000.0,0.0
2018-09-03,10000.0,10000.0,0.0
2018-09-04,10000.0,10000.0,0.0
2018-09-05,10000.0,10000.0,0.0
2018-09-06,10000.0,10000.0,0.0
2018-09-07,10000.0,10000.0,0.0
2018-09-08,10000.0,10000.0,0.0
2018-09-09,10000.0,10000.0,0.0
2018-09-10,10000.0,10000.0,0.0
2018-09-11,10000.0,10000.0,0.0
2018-09-12,10000.0,10000.0,0.0
2018-09-13,10000.0,10000.0,0.0
2018-09-14,10000.0,10000.0,0.0
2018-09-15,10000.0,10000.0,0.0
2018-09-16,10000.0,10000.0,0.0
2018-09-17,10000.0,10000.0,0.0
2018-09-18,10000.0,10000.0,0.0
2018-09-19,10000.0,10000.0,0.0
2018-09-20,10000.0,10000.0,0.0
2018-09-21,10000.0,10000.0,0.0
2018-09-22,10000.0,10000.0,0.0
2018-09-23,10000.0,10000.0,0.0
2018-09-24,10000.0,10000.0,0.0
2018-09-25,10000.0,10000.0,0.0
2018-09-26,10000.0,10000.0,0.0
2018-09-27,10000.0,10000.0,0.0
2018-09-28,10000.0,10000.0,0.0
2018-09-29,10000.0,10000.0,0.0
2018-09-30,10000.0,10000.0,0.0
2018-10-01,10000.0,10000.0,0.0
2018-10-02,10000.0,10000.0,0.0
2018-10-03,10000.0,10000.0,0.0
2018-10-04,10000.0,10000.0,0.0
2018-10-05,10000.0,10000.0,0.0
2018-10-06,10000.0,10000.0,0.0
2018-10-07,10000.0,10000.0,0.0
2018-10-08,10000.0,10000.0,0.0
2018-10-09,10000.0,10000.0,0.0
2018-10-10,10000.0,10000.0,0.0
2018-10-11,10000.0,10000.0,0.0
2018-10-12,10000.0,10000.0,0.0
2018-10-13,10000.0,10000.0,0.0
2018-10-14,10000.0,10000.0,0.0
2018-10-15,10000.0,10000.0,0.0
2018-10-16,10000.0,10000.0,0.0
2018-10-17,10000.0,10000.0,0.0
2018-10-18,10000.0,10000.0,0.0
2018-10-19,10000.0,10000.0,0.0
2018-10-20,10000.0,10000.0,0.0
2018-10-21,10000.0,10000.0,0.0
2018-10-22,10000.0,10000.0,0.0
2018-10-23,10000.0,10000.0,0.0
2018-10-24,10000.0,10000.0,0.0
2018-10-25,10000.0,10000.0,0.0
2018-10-26,10000.0,10000.0,0.0
2018-10-27,10000.0,10000.0,0.0
2018-10-28,10000.0,10000.0,0.0
2018-10-29,10000.0,10000.0,0.0
2018-10-30,10000.0,10000.0,0.0
2018-10-31,10000.0,10000.0,0.0
2018-11-01,10000.0,10000.0,0.0
2018-11-02,10000.0,10000.0,0.0
2018-11-03,10000.0,10000.0,0.0
2018-11-04,10000.0,10000.0,0.0
2018-11-05,10000.0,10000.0,0.0
2018-11-06,10000.0,10000.0,0.0
2018-11-07,10000.0,10000.0,0.0
2018-11-08,10000.0,10000.0,0.0
2018-11-09,10000.0,10000.0,0.0
2018-11-10,10000.0,10000.0,0.0
2018-11-11,10000.0,10000.0,0.0
2018-11-12,10000.0,10000.0,0.0
2018-11-13,10000.0,10000.0,0.0
2018-11-14,10000.0,10000.0,0.0
2018-11-15,10000.0,10000.0,0.0
2018-11-16,10000.0,10000.0,0.0
2018-11-17,10000.0,10000.0,0.0
2018-11-18,10000.0,10000.0,0.0
2018-11-19,10000.0,10000.0,0.0
2018-11-20,10000.0,10000.0,0.0
2018-11-21,10000.0,10000.0,0.0
2018-11-22,10000.0,10000.0,0.0
2018-11-23,10000.0,10000.0,0.0
2018-11-24,10000.0,10000.0,0.0
2018-11-25,10000.0,10000.0,0.0
2018-11-26,10000.0,10000.0,0.0
2018-11-27,10000.0,10000.0,0.0
2018-11-28,10000.0,10000.0,0.0
2018-11-29,10000.0,10000.0,0.0
2018-11-30,10000.0,10000.0,0.0
2018-12-01,10000.0,10000.0,0.0
2018-12-02,10000.0,10000.0,0.0
2018-12-03,10000.0,10000.0,0.0
2018-12-04,10000.0,10000.0,0.0
2018-12-05,10000.0,10000.0,0.0
2018-12-06,10000.0,10000.0,0.0
2018-12-07,10000.0,10000.0,0.0
2018-12-08,10000.0,10000.0,0.0
2018-12-09,10000.0,10000.0,0.0
2018-12-10,10000.0,10000.0,0.0
2018-12-11,10000.0,10000.0,0.0
2018-12-12,10000.0,10000.0,0.0
2018-12-13,10000.0,10000.0,0.0
2018-12-14,10000.0,10000.0,0.0
2018-12-15,10000.0,10000.0,0.0
2018-12-16,10000.0,10000.0,0.0
2018-12-17,10000.0,10000.0,0.0
2018-12-18,10000.0,10000.0,0.0
2018-12-19,10000.0,10000.0,0.0
2018-12-20,10000.0,10000.0,0.0
2018-12-21,10000.0,10000.0,0.0
2018-12-22,10000.0,10000.0,0.0
2018-12-23,10000.0,10000.0,0.0
2018-12-24,10000.0,10000.0,0.0
2018-12-25,10000.0,10000.0,0.0
2018-12-26,10000.0,10000.0,0.0
2018-12-27,10000.0,10000.0,0.0
2018-12-28,10000.0,10000.0,0.0
2018-12-29,10000.0,10000.0,0.0
2018-12-30,10000.0,10000.0,0.0
2018-12-31,10000.0,10000.0,0.0
2019-01-01,10000.0,10000.0,0.0
2019-01-02,10000.0,10000.0,0.0
2019-01-03,10000.0,10000.0,0.0
2019-01-04,10000.0,10000.0,0.0
2019-01-05,10000.0,10000.0,0.0
2019-01-06,10000.0,10000.0,0.0
2019-01-07,10000.0,10000.0,0.0
2019-01-08,10000.0,10000.0,0.0
2019-01-09,10000.0,10000.0,0.0
2019-01-10,10000.0,10000.0,0.0
2019-01-11,10000.0,10000.0,0.0
2019-01-12,10000.0,10000.0,0.0
2019-01-13,10000.0,10000.0,0.0
2019-01-14,10000.0,10000.0,0.0
2019-01-15,10000.0,10000.0,0.0
2019-01-16,10000.0,10000.0,0.0
2019-01-17,10000.0,10000.0,0.0
2019-01-18,10000.0,10000.0,0.0
2019-01-19,10000.0,10000.0,0.0
2019-01-20,10000.0,10000.0,0.0
2019-01-21,10000.0,10000.0,0.0
2019-01-22,10000.0,10000.0,0.0
2019-01-23,10000.0,10000.0,0.0
2019-01-24,10000.0,10000.0,0.0
2019-01-25,10000.0,10000.0,0.0
2019-01-26,10000.0,10000.0,0.0
2019-01-27,10000.0,10000.0,0.0
2019-01-28,10000.0,10000.0,0.0
2019-01-29,10000.0,10000.0,0.0
2019-01-30,10000.0,10000.0,0.0
2019-01-31,10000.0,10000.0,0.0
2019-02-01,10000.0,10000.0,0.0
2019-02-02,10000.0,10000.0,0.0
2019-02-03,10000.0,10000.0,0.0
2019-02-04,10000.0,10000.0,0.0
2019-02-05,10000.0,10000.0,0.0
2019-02-06,10000.0,10000.0,0.0
2019-02-07,10000.0,10000.0,0.0
2019-02-08,10000.0,10000.0,0.0
2019-02-09,10000.0,10000.0,0.0
2019-02-10,10000.0,10000.0,0.0
2019-02-11,10000.0,10000.0,0.0
2019-02-12,10000.0,10000.0,0.0
2019-02-13,10000.0,10000.0,0.0
2019-02-14,10000.0,10000.0,0.0
2019-02-15,10000.0,10000.0,0.0
2019-02-16,10000.0,10000.0,0.0
2019-02-17,10000.0,10000.0,0.0
2019-02-18,10000.0,10000.0,0.0
2019-02-19,10000.0,10000.0,0.0
2019-02-20,10000.0,10000.0,0.0
2019-02-21,10000.0,10000.0,0.0
2019-02-22,10000.0,10000.0,0.0
2019-02-23,10000.0,10000.0,0.0
2019-02-24,10000.0,10000.0,0.0
2019-02-25,10000.0,10000.0,0.0
2019-02-26,10000.0,10000.0,0.0
2019-02-27,10000.0,10000.0,0.0
2019-02-28,10000.0,10000.0,0.0
2019-03-01,10000.0,10000.0,0.0
2019-03-02,10000.0,10000.0,0.0
2019-03-03,10000.0,10000.0,0.0
2019-03-04,10000.0,10000.0,0.0
2019-03-05,10000.0,10000.0,0.0
2019-03-06,10000.0,10000.0,0.0
2019-03-07,10000.0,10000.0,0.0
2019-03-08,10000.0,10000.0,0.0
2019-03-09,10000.0,10000.0,0.0
2019-03-10,10000.0,10000.0,0.0
2019-03-11,10000.0,10000.0,0.0
2019-03-12,10000.0,10000.0,0.0
2019-03-13,10000.0,10000.0,0.0
2019-03-14,10000.0,10000.0,0.0
2019-03-15,10000.0,10000.0,0.0
2019-03-16,10000.0,10000.0,0.0
2019-03-17,10000.0,10000.0,0.0
2019-03-18,10000.0,10000.0,0.0
2019-03-19,10000.0,10000.0,0.0
2019-03-20,10000.0,10000.0,0.0
2019-03-21,10000.0,10000.0,0.0
2019-03-22,10000.0,10000.0,0.0
2019-03-23,10000.0,10000.0,0.0
2019-03-24,10000.0,10000.0,0.0
2019-03-25,10000.0,10000.0,0.0
2019-03-26,10000.0,10000.0,0.0
2019-03-27,10000.0,10000.0,0.0
2019-03-28,10000.0,10000.0,0.0
2019-03-29,10000.0,10000.0,0.0
2019-03-30,10000.0,10000.0,0.0
2019-03-31,10000.0,10000.0,0.0
2019-04-01,10000.0,10000.0,0.0
2019-04-02,10000.0,10000.0,0.0
2019-04-03,10000.0,10000.0,0.0
2019-04-04,10000.0,10000.0,0.0
2019-04-05,10000.0,10000.0,0.0
2019-04-06,10000.0,10000.0,0.0
2019-04-07,10000.0,10000.0,0.0
2019-04-08,10000.0,10000.0,0.0
2019-04-09,10000.0,10000.0,0.0
2019-04-10,10000.0,10000.0,0.0
2019-04-11,10000.0,10000.0,0.0
2019-04-12,10000.0,10000.0,0.0
2019-04-13,10000.0,10000.0,0.0
2019-04-14,10000.0,10000.0,0.0
2019-04-15,10000.0,10000.0,0.0
2019-04-16,10000.0,10000.0,0.0
2019-04-17,10000.0,10000.0,0.0
2019-04-18,10000.0,10000.0,0.0
2019-04-19,10000.0,10000.0,0.0
2019-04-20,10000.0,10000.0,0.0
2019-04-21,10000.0,10000.0,0.0
2019-04-22,10000.0,10000.0,0.0
2019-04-23,10000.0,10000.0,0.0
2019-04-24,10000.0,10000.0,0.0
2019-04-25,10000.0,10000.0,0.0
2019-04-26,10000.0,10000.0,0.0
2019-04-27,10000.0,10000.0,0.0
2019-04-28,10000.0,10000.0,0.0
2019-04-29,10000.0,10000.0,0.0
2019-04-30,10000.0,10000.0,0.0
2019-05-01,10000.0,10000.0,0.0
2019-05-02,10000.0,10000.0,0.0
2019-05-03,10000.0,10000.0,0.0
2019-05-04,10000.0,10000.0,0.0
2019-05-05,10000.0,10000.0,0.0
2019-05-06,10000.0,10000.0,0.0
2019-05-07,10000.0,10000.0,0.0
2019-05-08,10000.0,10000.0,0.0
2019-05-09,10000.0,10000.0,0.0
2019-05-10,10000.0,10000.0,0.0
2019-05-11,10000.0,10000.0,0.0
2019-05-12,10000.0,10000.0,0.0
2019-05-13,10000.0,10000.0,0.0
2019-05-14,10000.0,10000.0,0.0
2019-05-15,10000.0,10000.0,0.0
2019-05-16,10000.0,10000.0,0.0
2019-05-17,10000.0,10000.0,0.0
2019-05-18,10000.0,10000.0,0.0
2019-05-19,10000.0,10000.0,0.0
2019-05-20,10000.0,10000.0,0.0
2019-05-21,10000.0,10000.0,0.0
2019-05-22,10000.0,10000.0,0.0
2019-05-23,10000.0,10000.0,0.0
2019-05-24,10000.0,10000.0,0.0
2019-05-25,10000.0,10000.0,0.0
2019-05-26,10000.0,10000.0,0.0
2019-05-27,10000.0,10000.0,0.0
2019-05-28,10000.0,10000.0,0.0
2019-05-29,10000.0,10000.0,0.0
2019-05-30,10000.0,10000.0,0.0
2019-05-31,10000.0,10000.0,0.0
2019-06-01,10000.0,10000.0,0.0
2019-06-02,10000.0,10000.0,0.0
2019-06-03,10000.0,10000.0,0.0
2019-06-04,10000.0,10000.0,0.0
2019-06-05,10000.0,10000.0,0.0
2019-06-06,10000.0,10000.0,0.0
2019-06-07,10000.0,10000.0,0.0
2019-06-08,10000.0,10000.0,0.0
2019-06-09,10000.0,10000.0,0.0
2019-06-10,10000.0,10000.0,0.0
2019-06-11,10000.0,10000.0,0.0
2019-06-12,10000.0,10000.0,0.0
2019-06-13,10000.0,10000.0,0.0
2019-06-14,10000.0,10000.0,0.0
2019-06-15,10000.0,10000.0,0.0
2019-06-16,10000.0,10000.0,0.0
2019-06-17,10000.0,10000.0,0.0
2019-06-18,10000.0,10000.0,0.0
2019-06-19,10000.0,10000.0,0.0
2019-06-20,10000.0,10000.0,0.0
2019-06-21,10000.0,10000.0,0.0
2019-06-22,10000.0,10000.0,0.0
2019-06-23,10000.0,10000.0,0.0
2019-06-24,10000.0,10000.0,0.0
2019-06-25,10000.0,10000.0,0.0
2019-06-26,10000.0,10000.0,0.0
2019-06-27,10000.0,10000.0,0.0
2019-06-28,10000.0,10000.0,0.0
2019-06-29,10000.0,10000.0,0.0
2019-06-30,10000.0,10000.0,0.0
2019-07-01,10000.0,10000.0,0.0
2019-07-02,10000.0,10000.0,0.0
2019-07-03,10000.0,10000.0,0.0
2019-07-04,10000.0,10000.0,0.0
2019-07-05,10000.0,10000.0,0.0
2019-07-06,10000.0,10000.0,0.0
2019-07-07,10000.0,10000.0,0.0
2019-07-08,10000.0,10000.0,0.0
2019-07-09,10000.0,10000.0,0.0
2019-07-10,10000.0,10000.0,0.0
2019-07-11,10000.0,10000.0,0.0
2019-07-12,10000.0,10000.0,0.0
2019-07-13,10000.0,10000.0,0.0
2019-07-14,10000.0,10000.0,0.0
2019-07-15,10000.0,10000.0,0.0
2019-07-16,10000.0,10000.0,0.0
2019-07-17,10000.0,10000.0,0.0
2019-07-18,10000.0,10000.0,0.0
2019-07-19,10000.0,10000.0,0.0
2019-07-20,10000.0,10000.0,0.0
2019-07-21,10000.0,10000.0,0.0
2019-07-22,10000.0,10000.0,0.0
2019-07-23,10000.0,10000.0,0.0
2019-07-24,10000.0,10000.0,0.0
2019-07-25,10000.0,10000.0,0.0
2019-07-26,10000.0,10000.0,0.0
2019-07-27,10000.0,10000.0,0.0
2019-07-28,10000.0,10000.0,0.0
2019-07-29,10000.0,10000.0,0.0
2019-07-30,10000.0,10000.0,0.0
2019-07-31,10000.0,10000.0,0.0
2019-08-01,10000.0,10000.0,0.0
2019-08-02,10000.0,10000.0,0.0
2019-08-03,10000.0,10000.0,0.0
2019-08-04,10000.0,10000.0,0.0
2019-08-05,10100.189341345598,10100.189341345598,0.0
2019-08-06,10065.262759641846,10100.189341345598,-0.0034580125701979547
2019-08-07,10114.90316129472,10114.90316129472,0.0
2019-08-08,10117.392526715914,10117.392526715914,0.0
2019-08-09,10105.340134228012,10117.392526715914,-0.0011912548076074003
2019-08-10,10047.917698554314,10117.392526715914,-0.006866870883791898
2019-08-11,10072.13316671376,10117.392526715914,-0.0044734213763716335
2019-08-12,10056.648589322183,10117.392526715914,-0.0060039122959132385
2019-08-13,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-14,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-15,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-16,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-17,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-18,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-19,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-20,10004.355451992977,10117.392526715914,-0.011172550083873078
2019-08-21,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-22,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-23,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-24,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-25,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-26,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-27,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-28,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-29,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-30,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-08-31,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-09-01,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-09-02,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-09-03,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-09-04,9901.606705162734,10117.392526715914,-0.021328204968165232
2019-09-05,9893.703805527844,10117.392526715914,-0.02210932516430475
2019-09-06,9858.586699598336,10117.392526715914,-0.02558028923303879
2019-09-07,9858.586699598336,10117.392526715914,-0.02558028923303879
2019-09-08,9858.586699598336,10117.392526715914,-0.02558028923303879
2019-09-09,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-10,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-11,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-12,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-13,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-14,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-15,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-16,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-17,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-18,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-19,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-20,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-21,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-22,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-23,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-24,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-25,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-26,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-27,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-28,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-29,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-09-30,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-01,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-02,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-03,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-04,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-05,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-06,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-07,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-08,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-09,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-10,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-11,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-12,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-13,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-14,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-15,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-16,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-17,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-18,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-19,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-20,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-21,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-22,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-23,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-24,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-25,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-26,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-27,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-28,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-29,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-30,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-10-31,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-11-01,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-11-02,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-11-03,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-11-04,9835.0978461645,10117.392526715914,-0.02790192036198924
2019-11-05,9835.0978461645,10117.392526715914,-0.02790192036198924
